"Position","Species","IMAGE_ID","EXP_CODE","CIR_RATIO","X_PIXEL","Y_PIXEL","X_SCALE","Y_SCALE","COMP_TIME","SKL_NODES","DIA_STM","DIA_STM_SIMPLE","AREA","AVG_DENSITY","TD_AVG","WIDTH_MAX","D10","D20","D30","D40","D50","D60","D70","D80","D90","RDISTR_X","RDISTR_Y","SKL_DEPTH","SKL_WIDTH","RTP_COUNT","STA_RANGE","STA_MAX","RTA_RANGE","RTA_MAX","ADVT_COUNT","BASAL_COUNT","ADVT_ANG","BASAL_ANG","HYP_DIA","TAP_DIA","MAX_DIA_90","DROP_50","Image_Name","Full.Path","Name","Type","Date","URL","Last.Updated","Folder_Name","UniqId.x","File_copy","Comment","Block","Order","ML","UniqId.y","GerminationDate","Comment1","Dead_plant","DeathCause","RootsHarvested","SeedsCounted","Trt","Comp","Combos","Population"
"201","Ip","img_6742.jpg","No label found",1,34,22,0.747058824,1.154545455,514,20949,10.8212,93.5182,171135,1.92125,2.75619,502.024,0.136206,0.202224,0.277276,0.321751,0.371091,0.445448,0.521195,0.635858,0.735233,-70.352,-1421.65,1655.62,534.147,144,80.5914,89.5294,82.6452,83.0835,11,20,29.7577,50.9164,7.8198,7.68,4.81189,1659.08,"img_6742.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6742.JPG","IMG_6742.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1LoecTflxIqNWjalyB_a1Skthq356PyI7/view?usp=drivesdk","7/16/18","Root_Images_7162018","201P",NA,"",1,201,"PA4.18Ip","201Ip","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4"
"206","Ip","img_6785.jpg","No label found",1,34,22,0.747058824,1.154545455,420,14481,9.36626,59.4591,103588,1.86405,2.59088,505.012,0.16726,0.226572,0.27758,0.323843,0.366548,0.443654,0.543298,0.669039,0.858837,-5.30122,-776.188,967.509,637.988,100,86.1362,89.9776,82.3962,83.3132,5,18,54.4221,33.1923,8.65332,6.50662,4.25212,970.973,"img_6785.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6785.JPG","IMG_6785.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/17DHzozGDuQs1lWFc07n7MgH5wygJlSr-/view?usp=drivesdk","7/16/18","Root_Images_7162018","206P",NA,"",1,206,"PA4.16Ip","206Ip","43258.0",NA,NA,NA,"Y","Y","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4"
"209","Ihed","img_6739.jpg","No label found",1,34,22,0.747058824,1.154545455,925,26487,9.28238,103.909,174647,0.927146,2.67386,908.797,0.304833,0.36803,0.416357,0.460347,0.509294,0.555762,0.600372,0.641264,0.679678,9.52327,-1713.32,1858.82,1119.84,205,89.6005,89.715,81.7625,82.9216,17,14,47.6851,22.0665,6.79228,5.8025,5.53928,1861.13,"img_6739.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6739.JPG","IMG_6739.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1sS9iLYcDHiWQFpzUo8_--4oQXzQgBuBE/view?usp=drivesdk","7/16/18","Root_Images_7162018","209H",NA,"",1,209,"PA4.7Ihed","209Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.7 Ihed","PA4"
"21","Ihed","img_6818.jpg","No label found",1,34,22,0.747058824,1.154545455,735,27583,9.95165,105.641,173342,0.49868,2.52049,801.594,0.139024,0.222561,0.297561,0.363415,0.423781,0.481098,0.538415,0.6,0.675,5.92282,-1416.2,1888.84,945.029,137,88.5602,89.2739,79.7292,85.2931,14,15,43.5196,53.4955,6.41025,5.08553,4.5228,1891.15,"img_6818.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6818.JPG","IMG_6818.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/12a_tpOSVuYL8yqUnB9jy2j6JhbrEnuri/view?usp=drivesdk","7/16/18","Root_Images_7162018","21H",NA,"",1,21,"PA4.3Ihed","21Ihed","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.11 Ip","PA 4.11 Ip-PA 4.3 Ihed","PA4"
"211","Ihed","img_6761.jpg","No label found",1,34,22,0.747058824,1.154545455,417,11424,10.2131,80.8182,83092,0.973263,2.74105,479.238,0.216639,0.290774,0.369028,0.427512,0.471993,0.560132,0.658155,0.756178,0.83855,-38.1373,-1184.87,1397,510.988,100,84.7758,89.9122,82.0141,83.0342,5,12,25.5504,62.6038,6.19979,5.46776,4.25212,1399.31,"img_6761.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6761.JPG","IMG_6761.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1LzTXxYRKti7kQhD-_EHdikbXWIhmaDcg/view?usp=drivesdk","7/16/18","Root_Images_7162018","211H",NA,"",1,211,"PA4.7Ihed","211Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.7 Ihed","PA4"
"211","Ip","img_6759.jpg","No label found",1,34,22,0.747058824,1.154545455,494,13701,10.3203,87.1682,109954,1.42028,2.73605,590.176,0.151057,0.257553,0.339124,0.396526,0.445619,0.480363,0.51284,0.545317,0.586103,93.4377,-1301.55,1522.85,599.141,122,89.7709,89.8783,79.4782,79.4782,12,22,15.5936,52.3168,9.39626,5.51145,4.5228,1526.31,"img_6759.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6759.JPG","IMG_6759.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1GKZWc8hQaL6OKG1PcNJIM1cV7T9B3LGY/view?usp=drivesdk","7/16/18","Root_Images_7162018","211P",NA,"",1,211,"PA4.17Ip","211Ip","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4"
"212","Ip","img_6784.jpg","No label found",1,34,22,0.747058824,1.154545455,579,24288,11.4918,107.95,211158,1.02257,2.79977,605.118,0.101303,0.17891,0.254147,0.3359,0.40936,0.476896,0.543246,0.609597,0.669431,-21.719,-1544.75,1944.25,638.735,146,89.8664,89.9584,84.0212,86.1035,17,27,44.1093,33.6102,7.27178,6.59143,4.81189,1946.56,"img_6784.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6784.JPG","IMG_6784.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1XiRT4viLHBTV4ZKHECa-6MdSjH5xxm5X/view?usp=drivesdk","7/16/18","Root_Images_7162018","212P",NA,"",1,212,"PA4.16Ip","212Ip","43258.0",NA,NA,NA,"Y","N","Alone",NA,NA,"PA4"
"214","Ihed","img_6760.jpg","No label found",1,34,22,0.747058824,1.154545455,1027,34751,9.94759,107.95,212038,0.732114,2.67178,816.442,0.226896,0.316943,0.390403,0.462678,0.53673,0.60545,0.67891,0.751777,0.833531,50.7108,-1684.18,1943.1,872.565,218,88.6637,89.8551,81.5945,83.3801,10,27,49.8236,61.0374,7.3349,4.99787,5.05665,1946.56,"img_6760.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6760.JPG","IMG_6760.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/11oPN9xaiz69jcQPxRrJ5Vs5hY7EUFdyd/view?usp=drivesdk","7/16/18","Root_Images_7162018","214H",NA,"",1,214,"PA4.7Ihed","214Ihed","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.7 Ihed","PA4"
"214","Ip","img_6753.jpg","No label found",1,34,22,0.747058824,1.154545455,519,21211,13.5647,92.3636,139658,1.93203,2.55075,409.201,0.144374,0.227884,0.31564,0.39632,0.483369,0.59448,0.66879,0.728945,0.789809,-105.357,-1451.74,1625.6,593.165,119,88.5224,89.0639,80.2612,82.6703,19,12,38.2594,44.3703,7.98301,5.30511,4.78228,1629.06,"img_6753.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6753.JPG","IMG_6753.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1WqgEoJajmc8REXKgoIZEzOwrfa0qpVmZ/view?usp=drivesdk","7/16/18","Root_Images_7162018","214P",NA,"",1,214,"PA4.2Ip","214Ip","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4"
"218","Ihed","img_6747.jpg","No label found",1,34,22,0.747058824,1.154545455,317,7534,10.5045,45.6045,66280.7,0.970304,2.94007,586.441,0.209571,0.277228,0.331683,0.412541,0.518152,0.607261,0.689769,0.772277,0.853135,-96.6476,-558.214,693.882,712.694,69,86.5324,88.7341,74.0683,76.2701,8,8,7.0232,31.0463,9.12248,6.61669,4.5228,697.345,"img_6747.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6747.JPG","IMG_6747.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1lZrnu45cdWzsZ50lixdKaLshWD8nwftJ/view?usp=drivesdk","7/16/18","Root_Images_7162018","218H",NA,"",1,218,"PA4.12Ihed","218Ihed","43264.0",NA,NA,NA,"Y","N","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.12 Ihed","PA4"
"21A","Ihed","img_6915.jpg","No label found",1,217,15,0.117050691,1.693333333,1294,27588,10.583,165.1,46217.4,0.463505,2.39966,265.003,0.263307,0.351642,0.412231,0.459796,0.507928,0.555493,0.600793,0.677803,0.80521,-8.356,-2505.17,2981.96,283.614,178,87.2137,87.4389,88.8601,89.5458,6,16,76.1529,72.9479,8.92288,5.56024,5.27356,2987.04,"img_6915.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6915.JPG","IMG_6915.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1vF0r5F6jLS-7Sjb-qusHsIpRJ_Da39dk/view?usp=drivesdk","7/16/18","Root_Images_7162018","21AH",NA,"",1,21,"PA4.15Ihed","21AIhed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.15 Ihed","PA4"
"21A","Ip","img_6921.jpg","No label found",1,217,15,0.117050691,1.693333333,1386,38978,10.9696,165.1,63838.1,0.725132,2.32993,118.455,0.202718,0.289921,0.360136,0.42752,0.49094,0.564553,0.646093,0.724802,0.798414,-0.780285,-2531.2,2981.96,155.209,271,87.6514,88.549,89.3188,89.5646,8,38,75.6061,73.4275,8.99153,7.65575,4.58107,2987.04,"img_6921.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6921.JPG","IMG_6921.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1bVVcW_U0DIPN0q3igw5iWWngpwBH4ELV/view?usp=drivesdk","7/16/18","Root_Images_7162018","21AP",NA,"",1,21,"PA4.1Ip","21AIp","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4"
"225","Ihed","img_6733.jpg","No label found",1,34,22,0.747058824,1.154545455,438,11905,11.5958,102.177,101488,1.22989,2.85076,819.524,0.184227,0.242271,0.292114,0.336278,0.372871,0.405678,0.436593,0.466877,0.509148,104.535,-1352.44,1824.18,1022.72,82,71.238,89.5607,83.2743,83.3966,4,23,5.72771,52.4525,8.8658,5.53828,5.53928,1827.65,"img_6733.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6733.JPG","IMG_6733.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/17AJHOauuqQKRtlcYcxkeLuTdEJ3-ZZq8/view?usp=drivesdk","7/16/18","Root_Images_7162018","225H",NA,"",1,225,"PA4.12Ihed","225Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.12 Ihed","PA4"
"226","Ihed","img_6945.jpg","No label found",1,217,15,0.117050691,1.693333333,591,16902,9.75084,137.16,22565.7,0.781291,2.36098,114.71,0.233403,0.34731,0.409504,0.456324,0.493361,0.561845,0.656883,0.744235,0.823201,4.57094,-2042.88,2414.69,130.16,122,84.1399,84.7098,75.5096,89.1818,11,19,73.3027,79.6039,7.507,5.38438,4.04814,2419.77,"img_6945.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6945.JPG","IMG_6945.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1fPuv-TK8XzotSdbJVcfYVZprxqU1I6eF/view?usp=drivesdk","7/16/18","Root_Images_7162018","226H",NA,"QuestionMark",1,226,"PA4.9Ihed","226Ihed","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ip","PA 4.15 Ip-PA 4.9 Ihed","PA4"
"226","Ip","img_6738.jpg","No label found",1,34,22,0.747058824,1.154545455,693,17965,11.1558,71.5818,149532,1.04438,2.80605,722.032,0.120493,0.205882,0.274194,0.328273,0.382353,0.435484,0.485768,0.541746,0.650854,45.936,-960.909,1212.27,787.4,168,89.3812,89.7688,79.3302,81.3108,8,27,46.5866,41.6793,7.79594,6.76636,4.25212,1214.58,"img_6738.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6738.JPG","IMG_6738.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1MhwgTIJ7oF0V9HBAY_1HD9L8GoUgutdB/view?usp=drivesdk","7/16/18","Root_Images_7162018","226P",NA,"",1,226,"PA4.15Ip","226Ip","43258.0",NA,NA,NA,"Y","Y","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4"
"229","Ihed","img_6757.jpg","No label found",1,34,22,0.747058824,1.154545455,507,15909,11.0208,84.8591,127591,1.43474,2.9076,626.782,0.152529,0.235798,0.301946,0.361868,0.418677,0.471595,0.522957,0.573541,0.624125,-62.2764,-1052.21,1478.97,638.735,105,85.8169,87.1846,77.1901,78.2156,11,10,25.7235,60.0756,9.05262,5.78243,5.05665,1481.28,"img_6757.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6757.JPG","IMG_6757.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/148P-ym7nOcY-2cn1UN8mPe4dP0WCT1aY/view?usp=drivesdk","7/16/18","Root_Images_7162018","229H",NA,"",1,229,"PA4.12Ihed","229Ihed","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.13 Ip","PA 4.13 Ip-PA 4.12 Ihed","PA4"
"229","Ip","img_6942.jpg","No label found",1,217,15,0.117050691,1.693333333,606,15980,11.8706,131.233,27161.3,1.56407,2.39708,60.8664,0.157895,0.241959,0.306287,0.356725,0.403509,0.450292,0.499269,0.573099,0.684942,-4.33589,-1830.88,2308.01,66.2507,111,86.1854,86.4393,89.1143,89.4203,7,23,74.0029,80.4782,8.95919,6.1965,4.04814,2313.09,"img_6942.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6942.JPG","IMG_6942.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1waEYyPvn2f-_bnC2LTLxqRGJbSFLz6kf/view?usp=drivesdk","7/16/18","Root_Images_7162018","229P",NA,"QuestionMark",1,229,"PA4.13Ip","229Ip","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.12 Ihed","PA 4.13 Ip-PA 4.12 Ihed","PA4"
"23","Ip","img_6917.jpg","No label found",1,217,15,0.117050691,1.693333333,572,15439,10.8464,115.993,29808,1.91493,2.55395,71.6936,0.11177,0.18967,0.247248,0.324301,0.407282,0.479255,0.551228,0.631668,0.686706,11.1082,-1752.24,1993.05,110.847,137,78.6984,79.0452,82.7518,89.6832,13,26,74.1869,79.7817,8.26801,6.45806,4.58107,1996.44,"img_6917.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6917.JPG","IMG_6917.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1R7e-GZL-_6w9-ulRn5Imdcy9QyhgDJcI/view?usp=drivesdk","7/16/18","Root_Images_7162018","23P",NA,"",1,23,"PA4.2Ip","23Ip","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4"
"232","Ihed","img_6754.jpg","No label found",1,34,22,0.747058824,1.154545455,379,8374,10.9968,72.1591,69447.9,1.15873,2.83429,382.494,0.0626754,0.116932,0.170253,0.21609,0.25725,0.295603,0.332086,0.369504,0.418148,22.4188,-768.84,1229.59,445.247,88,86.7884,89.7301,81.5081,82.4787,1,18,15.9012,30.4504,4.09367,4.94858,5.53928,1231.9,"img_6754.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6754.JPG","IMG_6754.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1h5rT85tbG_pVtEeh7OoH-GS64c59XOzv/view?usp=drivesdk","7/16/18","Root_Images_7162018","232H",NA,"",1,232,"PA4.3Ihed","232Ihed","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.19 Ip","PA 4.19 Ip-PA 4.3 Ihed","PA4"
"234","Ip","img_6755.jpg","No label found",1,34,22,0.747058824,1.154545455,544,12282,12.8234,79.0864,104973,1.47408,2.72035,332.068,0.107536,0.172735,0.227773,0.284505,0.366638,0.438611,0.505504,0.568163,0.618967,-18.5207,-1061.61,1357.75,576.729,110,89.3541,89.5432,78.0019,81.846,9,15,39.1973,26.4233,9.34915,5.29943,5.53928,1361.21,"img_6755.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6755.JPG","IMG_6755.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1V9ck77IDZyUDRIFO2FuopIe8ZmFckMh4/view?usp=drivesdk","7/16/18","Root_Images_7162018","234P",NA,"",1,234,"PA4.16Ip","234Ip","43262.0",NA,NA,NA,"Y","Y","Alone",NA,NA,"PA4"
"23A","Ip","img_6823.jpg","No label found",1,34,22,0.747058824,1.154545455,854,31193,10.8464,88.3227,225051,0.88087,2.52704,722.032,0.18006,0.318452,0.414435,0.482887,0.554315,0.627976,0.694196,0.756696,0.827381,67.7772,-1353.14,1544.78,912.906,179,87.7417,89.0887,84.2855,86.1002,13,21,57.3577,54.297,8.14671,5.15733,5.05665,1548.25,"img_6823.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6823.JPG","IMG_6823.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1FNVX3vOlxFNQw81HCDPAW0zJ-SfVnOaI/view?usp=drivesdk","7/16/18","Root_Images_7162018","23AP",NA,"",1,23,"PA4.17Ip","23AIp","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4"
"243","Ip","img_6746.jpg","No label found",1,34,22,0.747058824,1.154545455,669,24368,11.5389,79.0864,197228,1.02986,2.69178,709.332,0.0844595,0.144426,0.201014,0.253378,0.306588,0.36402,0.46875,0.624155,0.795608,-36.5629,-981.705,1362.36,839.694,171,87.8738,89.7187,81.0979,82.4339,7,22,25.4802,17.9441,7.62529,7.24067,4.0214,1364.67,"img_6746.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6746.JPG","IMG_6746.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1Lq7LBvB_ajd_zxM6W81DRdlXTt63ts6u/view?usp=drivesdk","7/16/18","Root_Images_7162018","243P",NA,"",1,243,"PA4.2Ip","243Ip","43258.0",NA,NA,NA,"Y","N","Alone",NA,NA,"PA4"
"248","Ihed","img_6749.jpg","No label found",1,34,22,0.747058824,1.154545455,975,25696,11.7738,98.1364,201672,1.55538,2.7685,904.315,0.130349,0.17314,0.221856,0.302831,0.36998,0.430546,0.483213,0.536537,0.595128,137.316,-1240.68,1747.98,1150.47,189,88.0959,89.7387,83.4298,84.3271,4,21,45.1225,33.8769,7.59516,6.84787,5.31438,1749.14,"img_6749.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6749.JPG","IMG_6749.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/19DCi9KBTzqokeyzRtoVCG-binwgU1pxg/view?usp=drivesdk","7/16/18","Root_Images_7162018","248H",NA,"",1,248,"PA4.12Ihed","248Ihed","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.17 Ip","PA 4.17 Ip-PA 4.12 Ihed","PA4"
"248","Ip","img_6751.jpg","No label found",1,34,22,0.747058824,1.154545455,667,21860,12.331,99.8682,202630,5.10257,2.71228,349.624,0.108371,0.216742,0.29721,0.364049,0.41791,0.473069,0.532122,0.622972,0.741077,-4.80795,-1445.39,1774.54,438.524,129,87.9525,88.4309,76.0231,81.3815,7,23,31.8048,53.6712,6.87921,6.53323,4.5228,1776.85,"img_6751.jpg","Field_Root_Photos/Root_Images_7162018/IMG_6751.JPG","IMG_6751.JPG","JPG","7/16/18","https://drive.google.com/a/umich.edu/file/d/1SJyzU5nwWTq78ewGD7wqWUvrr29AcPyl/view?usp=drivesdk","7/16/18","Root_Images_7162018","248P",NA,"",1,248,"PA4.17Ip","248Ip","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4"
"251","Ip","img_7429.jpg","No label found",1,106.25,68.75,2.334558825,3.607954546875,502,49421.875,27.243125,247.145,379887.5,6.20215625,8.02934375,1440.421875,0.91200625,1.18534375,1.403490625,1.555928125,1.6926,1.8240125,1.95016875,2.118378125,2.310240625,59.901875,-4000.46875,4268.21875,1624.853125,119,88.5624,89.7513,82.852,83.9156,11,20,47.0971,50.9116,25.81984375,20.55775,12.2401875,4282.65625,"img_7429.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7429.JPG","IMG_7429.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1MwkIUdraU5ia21RHkMFOzTNYoBxkTFnW/view?usp=drivesdk","7/18/18","Root_Images_7182018","251P",NA,"",2,251,"PA4.14Ip","251Ip","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4"
"257","Ip","img_7430.jpg","No label found",1,106.25,68.75,2.334558825,3.607954546875,917,79481.25,31.25,274.2046875,638112.5,4.38265625,8.15696875,1817.453125,0.803571875,1.071428125,1.28289375,1.466165625,1.658834375,1.851503125,2.020678125,2.18515,2.445959375,87.64875,-4402.625,4773.3125,1858.309375,198,85.9511,89.8482,81.7267,82.8163,19,20,33.8062,50.2764,29.71975,19.554625,13.287875,4787.75,"img_7430.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7430.JPG","IMG_7430.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1nsk51VgytKRtf3zB2Lj4vDJ2IQTvlqP8/view?usp=drivesdk","7/18/18","Root_Images_7182018","257P",NA,"",2,257,"PA4.2Ip","257Ip","43258.0",NA,NA,NA,"Y","N","Alone",NA,NA,"PA4"
"258","Ihed","img_7426.jpg"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"img_7426.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7426.JPG","IMG_7426.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/13RRCxo3481xt_givcTs3xIilAn1VNMUf/view?usp=drivesdk","7/18/18","Root_Images_7182018","258H",NA,"",2,258,"PA4.9Ihed","258Ihed","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.2 Ip","PA 4.2 Ip-PA 4.9 Ihed","PA4"
"258","Ip","img_7427.jpg","No label found",1,106.25,68.75,2.334558825,3.607954546875,898,105356.25,31.86875,299.4603125,754362.5,4.30503125,7.498125,1610.846875,0.819359375,1.113653125,1.412178125,1.670478125,1.90760625,2.168021875,2.375509375,2.568175,2.77989375,-37.8503125,-5376.40625,5303.6875,2017.059375,209,89.5187,89.612,84.5005,84.9607,21,21,41.8665,43.0876,25.85003125,18.5404375,13.287875,5318.125,"img_7427.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7427.JPG","IMG_7427.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1ydm5jyKdx6wtbCSB_FAu-FjQ-V3lpzHu/view?usp=drivesdk","7/18/18","Root_Images_7182018","258P",NA,"",2,258,"PA4.2Ip","258Ip","43258.0",NA,NA,NA,"N","N","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4"
"262","Ihed","img_7428.jpg","No label found",1,106.25,68.75,2.334558825,3.607954546875,735,90609.375,27.41134375,308.48,601496.875,4.5190625,7.51071875,1324.8625,1.013678125,1.30651875,1.537925,1.7509,1.967971875,2.1891375,2.400065625,2.631471875,2.869021875,-9.898125,-5149.40625,5491.3125,1480.109375,137,89.6363,89.6363,84.9197,84.9197,6,23,49.2688,41.3791,25.9093125,16.36571875,16.6074375,5498.53125,"img_7428.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7428.JPG","IMG_7428.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1_1IPt7SN6VN0Ba8AVp7PaH1dYh8sl0sA/view?usp=drivesdk","7/18/18","Root_Images_7182018","262H",NA,"",2,262,"PA4.12Ihed","262Ihed","43262.0",NA,NA,NA,"Y","N","Inter","PA 4.1 Ip","PA 4.1 Ip-PA 4.12 Ihed","PA4"
"262","Ip","img_7424.jpg","No label found",1,106.25,68.75,2.334558825,3.607954546875,478,50234.375,29.98809375,308.48,355437.5,3.501625,7.02746875,1086.7375,0.624590625,0.8396125,1.034159375,1.179553125,1.333140625,1.535878125,1.7386125,1.927015625,2.41030625,-41.1534375,-4788.34375,5487.6875,1281.671875,131,88.1524,88.423,81.4129,83.7349,15,23,28.5877,54.8159,24.206875,17.49409375,12.06653125,5498.53125,"img_7424.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7424.JPG","IMG_7424.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/1pDYFr8pDw_TCs-BcgobJbwYdKsroVyod/view?usp=drivesdk","7/18/18","Root_Images_7182018","262P",NA,"",2,262,"PA4.1Ip","262Ip","43258.0",NA,NA,NA,"Y","N","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4"
"269","Ip","img_7449.jpg","No label found",1,106.25,68.75,2.334558825,3.607954546875,726,94865.625,30.73753125,299.4603125,766112.5,8.4256875,7.82221875,1439.25625,0.80979375,1.165003125,1.395465625,1.581528125,1.74221875,1.9219375,2.110115625,2.29195,2.482240625,189.26625,-5278.15625,5314.53125,1678.546875,163,87.8769,89.7301,80.2787,82.776,17,16,43.0702,26.6172,28.35659375,25.23384375,13.287875,5325.34375,"img_7449.jpg","Field_Root_Photos/Root_Images_7182018/IMG_7449.JPG","IMG_7449.JPG","JPG","7/18/18","https://drive.google.com/a/umich.edu/file/d/12RR0TZGgklnvvN4tWTeX8moREoIHBg30/view?usp=drivesdk","7/18/18","Root_Images_7182018","269P",NA,"",2,269,"PA4.14Ip","269Ip","43258.0",NA,NA,NA,"Y","N","Alone",NA,NA,"PA4"
